reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1559,10,None,0,3,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1559,11,None,1,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1559,12,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1298,1,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1298,2,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1298,3,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1298,4,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1298,5,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1298,6,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1298,7,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1298,8,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1298,9,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1298,10,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1298,11,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1508,1,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1508,2,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1508,3,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1508,4,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1508,5,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1508,6,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1508,7,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1508,8,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1508,9,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1508,10,None,1,3,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1508,11,None,3,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1508,12,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1148,1,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1148,2,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1148,3,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1148,4,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1148,5,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1148,6,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1148,7,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1148,8,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1148,9,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1148,10,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1148,11,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1689,1,None,0,2,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1689,2,None,2,1,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1689,3,None,2,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1689,4,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1689,5,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1689,6,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1689,7,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1689,9,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1689,8,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1689,10,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1689,11,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1689,12,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1119,1,None,1,3,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1119,2,None,2,1,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1119,3,None,1,2,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1119,4,None,2,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1119,5,None,0,1,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1119,6,None,3,1,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1119,7,None,3,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1119,8,None,1,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1119,9,None,0,1,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1119,10,None,1,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1119,11,None,2,1,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1119,12,None,0,2,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1436,1,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1436,2,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1436,3,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1436,4,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1436,5,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1436,6,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1436,7,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1436,8,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1436,9,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1436,10,None,1,3,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1436,11,None,3,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1436,12,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1222,1,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1222,2,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1222,3,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1222,4,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1222,5,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1222,6,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1222,7,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1222,8,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1222,9,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1222,10,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1222,11,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1467,1,None,1,3,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1467,2,None,1,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1467,3,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1467,4,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1467,5,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1467,6,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1467,7,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1467,8,None,1,2,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1467,9,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1467,10,None,1,3,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1467,11,None,3,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1467,12,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1273,1,None,2,1,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1273,2,None,1,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1273,3,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1273,4,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1273,5,None,1,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1273,6,None,2,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1273,7,None,0,1,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1273,8,None,2,3,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1273,9,None,0,1,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1273,10,None,3,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1273,11,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1280,1,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1280,2,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1280,3,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1280,4,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1280,5,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1280,6,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1280,7,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1280,8,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1280,9,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1280,10,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1280,11,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1355,1,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1355,2,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1355,3,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1355,4,None,0,1,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1355,5,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1355,6,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1355,7,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1355,8,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1355,9,None,2,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1355,10,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1355,11,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1541,1,None,2,3,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1541,2,None,1,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1541,3,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1541,4,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1541,5,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1541,6,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1541,7,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1541,8,None,1,2,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1541,9,None,3,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1541,10,None,0,3,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1541,11,None,1,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1541,12,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1494,1,None,2,3,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1494,2,None,1,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1494,3,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1494,4,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1494,5,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1494,6,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1494,7,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1494,8,None,0,2,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1494,9,None,1,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1494,10,None,0,3,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1494,11,None,1,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1494,12,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1304,1,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1304,2,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1304,3,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1304,4,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1304,5,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1304,6,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1304,7,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1304,8,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1304,9,None,1,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1304,10,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1304,11,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1510,1,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1510,2,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1510,3,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1510,4,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1510,5,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1510,6,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1510,7,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1510,8,None,0,2,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1510,9,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1510,10,None,1,3,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1510,11,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1510,12,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1299,1,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1299,2,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1299,3,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1299,4,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1299,5,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1299,6,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1299,7,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1299,8,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1299,9,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1299,10,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1299,11,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1558,1,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1558,2,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1558,3,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1558,4,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1558,5,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1558,6,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1558,7,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1558,8,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1558,9,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1558,10,None,1,3,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1558,11,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1558,12,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1509,1,None,1,3,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1509,2,None,1,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1509,3,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1509,4,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1509,5,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1509,6,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1509,7,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1509,8,None,0,2,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1509,9,None,1,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1509,10,None,0,3,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1509,11,None,1,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1509,12,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1632,1,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1632,2,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1632,3,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1632,4,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1632,5,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1632,6,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1632,7,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1632,9,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1632,8,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1632,10,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1632,11,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1632,12,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1026,1,None,1,3,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1026,2,None,2,1,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1026,3,None,1,2,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1026,4,None,2,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1026,5,None,0,1,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1026,6,None,3,1,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1026,7,None,3,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1026,8,None,1,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1026,9,None,0,1,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1026,10,None,1,0,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1026,11,None,2,1,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1026,12,None,0,2,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1663,1,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1663,2,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1663,3,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1663,4,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1663,5,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1663,6,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1663,7,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1663,9,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1663,8,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1663,10,None,0,1,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1663,11,None,1,2,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1663,12,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1077,1,None,1,3,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1077,2,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1077,3,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1077,4,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1077,5,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1077,6,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1077,7,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1077,8,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1077,9,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1077,10,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1077,11,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1077,12,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1084,1,None,1,3,0,1
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1084,2,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1084,3,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1084,4,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1084,5,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1084,6,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1084,7,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1084,8,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1084,9,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1084,10,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1084,11,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1084,12,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1151,1,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1151,2,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1151,3,None,2,2,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1151,4,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1151,5,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1151,6,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1151,7,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1151,8,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1151,9,None,1,1,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1151,10,None,0,0,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1151,11,None,3,3,0,0
no,KM+PM+MM+CM,sim,only_recent_one,standard_cog,no,4,1690,1,None,0,2,0,1
